symbol,max_return_factor,start_price,end_price,return_start_date,return_end_date,return_period_days,marketCap,industry
GGB,12.97,0.43,5.63,2016-01-21,2023-07-31,2747,5476407296.0,Steel
TOL,12.88,12.97,167.04,2020-03-23,2024-11-25,1708,10342443008.0,Residential Construction
ZLAB,12.82,14.95,191.71,2018-10-11,2021-01-20,832,3573069824.0,Biotechnology
SNEX,12.78,7.37,94.15,2016-02-11,2025-05-07,3372,4220524288.0,Capital Markets
PTGX,12.74,4.69,59.76,2019-12-03,2025-03-11,1924,2840015104.0,Biotechnology
COKE,12.73,114.38,1455.8,2016-06-09,2025-02-13,3171,9920571392.0,Beverages - Non-Alcoholic
EXEL,12.71,3.64,46.26,2016-02-29,2025-05-15,3362,11922794496.0,Biotechnology
ROAD,12.65,8.17,103.36,2018-12-20,2025-05-13,2335,5696111616.0,Engineering & Construction
HCC,12.65,5.89,74.53,2017-06-21,2024-11-07,2696,2520743936.0,Coking Coal
CYBR,12.64,32.78,414.31,2016-02-12,2025-02-13,3289,17807491072.0,Software - Infrastructure
MTZ,12.61,12.75,160.79,2016-02-11,2025-01-21,3267,12256760832.0,Engineering & Construction
EPAM,12.59,57.0,717.49,2016-02-12,2021-11-08,2096,10401435648.0,Information Technology Services
PGR,12.56,23.18,291.12,2016-01-25,2025-03-17,3338,164728946688.0,Insurance - Property & Casualty
FBP,12.55,1.74,21.88,2016-01-25,2024-11-06,3208,3287400192.0,Banks - Regional
FN,12.55,21.8,273.5,2016-01-19,2024-08-21,3136,8132493824.0,Electronic Components
AAPL,12.51,20.65,258.42,2016-05-12,2024-12-26,3150,3018375823360.0,Consumer Electronics
Z,12.49,16.01,199.9,2016-02-08,2021-02-16,1835,15706783744.0,Internet Content & Information
GFI,12.48,1.98,24.67,2018-09-10,2025-04-16,2410,19708428288.0,Gold
BCRX,12.47,1.58,19.76,2019-11-14,2022-02-16,825,2107147392.0,Drug Manufacturers - Specialty & Generic
ALGN,12.45,58.65,729.92,2016-02-08,2021-09-08,2038,12460862464.0,Medical Instruments & Supplies
GSHD,12.45,13.49,167.96,2018-04-30,2021-10-11,1260,4040480000.0,Insurance Brokers
KGC,12.42,1.26,15.61,2016-01-19,2025-05-07,3395,17960351744.0,Gold
CTAS,12.37,18.24,225.64,2016-01-21,2024-11-26,3232,89257115648.0,Specialty Business Services
RCL,12.36,22.15,273.83,2020-03-18,2025-01-30,1779,64563388416.0,Travel Services
HOVNP,12.22,1.41,17.26,2018-12-27,2025-04-01,2286,2413854976.0,
PCTY,12.15,25.17,305.75,2016-02-09,2021-11-01,2091,10854923264.0,Software - Application
CRVL,12.15,10.57,128.46,2016-11-09,2025-02-05,3010,5767627264.0,Insurance Brokers
KTOS,12.14,2.99,36.29,2016-01-26,2025-05-02,3383,5262308864.0,Aerospace & Defense
MUR,12.08,3.86,46.61,2020-03-18,2022-11-11,968,2987045888.0,Oil & Gas E&P
EQT,12.02,4.69,56.36,2020-02-26,2025-05-14,1903,33349453824.0,Oil & Gas E&P
SGI,12.0,5.75,68.97,2020-03-18,2025-02-18,1798,13470418944.0,"Furnishings, Fixtures & Appliances"
PTEN,11.97,1.53,18.3,2020-04-03,2022-05-27,784,2157667328.0,Oil & Gas Drilling
ZG,11.95,17.06,203.79,2016-02-08,2021-02-16,1835,15705659392.0,Internet Content & Information
QLYS,11.86,17.36,205.89,2016-02-09,2023-12-19,2870,4934174208.0,Software - Infrastructure
PDD,11.83,17.15,202.82,2018-11-13,2021-02-17,827,164963336192.0,Internet Retail
MTSI,11.81,12.6,148.78,2019-05-07,2025-01-21,2086,9028799488.0,Semiconductors
BILL,11.72,29.21,342.26,2020-03-18,2021-11-09,601,4593973760.0,Software - Application
TDG,11.72,125.62,1472.62,2016-02-09,2025-05-05,3372,79082151936.0,Aerospace & Defense
BTG,11.71,0.52,6.07,2016-01-25,2020-08-05,1653,4268025088.0,Gold
PFSI,11.7,9.87,115.54,2016-03-10,2024-09-16,3111,4970038272.0,Mortgage Finance
STLD,11.7,13.08,153.09,2016-01-21,2024-11-06,3212,19627104256.0,Steel
CRDO,11.63,7.35,85.5,2023-05-04,2025-01-22,629,10264470528.0,Semiconductors
IRTC,11.63,23.08,268.46,2016-11-04,2021-01-20,1538,4465391616.0,Medical Devices
TTEK,11.62,4.33,50.36,2016-01-21,2024-10-29,3203,9380706304.0,Engineering & Construction
PANW,11.57,18.0,208.28,2017-04-05,2025-02-18,2876,120012234752.0,Software - Infrastructure
SIRI,11.57,2.43,28.09,2024-06-10,2024-12-09,182,7407315968.0,Entertainment
WB,11.56,9.39,108.54,2016-02-12,2018-02-23,742,2190091776.0,Internet Content & Information
AAON,11.47,12.25,140.49,2016-01-19,2024-11-11,3219,8178106368.0,Building Products & Equipment
FRO,11.46,2.33,26.71,2018-02-28,2024-05-28,2280,3940427520.0,Oil & Gas Midstream
FSLR,11.42,26.33,300.71,2017-04-03,2024-06-12,2627,17520451584.0,Solar
IMO,11.41,6.86,78.31,2020-03-18,2024-10-07,1664,36676694016.0,Oil & Gas Integrated
MSCI,11.39,57.04,649.79,2016-02-08,2021-11-16,2108,43335778304.0,Financial Data & Stock Exchanges
MLI,11.31,8.38,94.8,2020-03-18,2024-11-11,1699,8565416960.0,Metal Fabrication
CCJ,11.29,5.41,61.14,2020-03-18,2024-12-05,1723,22710487040.0,Uranium
UPWK,11.24,5.4,60.7,2020-04-03,2021-07-13,466,2134389760.0,Internet Content & Information
AJG,11.23,30.73,345.24,2016-01-28,2025-03-31,3349,86425567232.0,Insurance Brokers
AMKR,11.21,3.88,43.56,2016-02-12,2024-07-16,3076,4632300032.0,Semiconductor Equipment & Materials
EDU,11.14,8.56,95.4,2022-03-14,2024-03-04,721,7774630912.0,Education & Training Services
STM,11.14,4.8,53.47,2016-02-10,2023-07-27,2723,22521307136.0,Semiconductors
LNG,11.09,22.77,252.54,2016-02-08,2025-01-16,3265,50857517056.0,Oil & Gas Midstream
SYNA,11.07,26.45,292.85,2019-05-31,2021-12-07,921,2397915392.0,Semiconductors
MMYT,11.05,10.9,120.46,2020-03-18,2024-12-06,1724,11048460288.0,Travel Services
FCNCA,11.02,213.2,2348.85,2016-02-11,2024-11-22,3207,24264398848.0,Banks - Regional
DAR,11.01,7.92,87.18,2016-02-11,2022-06-07,2307,4982008832.0,Packaged Foods
VCTR,11.0,6.48,71.27,2018-10-26,2024-11-26,2223,4147135232.0,Asset Management
JBL,10.99,15.75,173.17,2016-05-13,2025-01-24,3178,17733394432.0,Electronic Components
SPSC,10.98,19.62,215.42,2016-03-24,2024-07-31,3051,5470644736.0,Software - Application
KC,10.95,1.9,20.81,2022-09-22,2025-02-14,876,3624003584.0,Software - Application
ET,10.93,1.86,20.35,2016-02-08,2025-01-30,3279,60948414464.0,Oil & Gas Midstream
IDXX,10.91,64.67,705.76,2016-01-28,2021-08-05,2015,40280920064.0,Diagnostics & Research
OKE,10.91,10.48,114.36,2020-03-18,2024-11-22,1710,51113635840.0,Oil & Gas Midstream
MPLX,10.9,4.92,53.61,2020-03-18,2025-03-17,1825,51703521280.0,Oil & Gas Midstream
TNET,10.9,12.12,132.05,2016-03-01,2024-04-03,2954,4022457600.0,Staffing & Employment Services
GKOS,10.89,14.81,161.22,2016-02-08,2025-01-23,3272,5418062336.0,Medical Devices
KYN,10.86,1.22,13.21,2020-03-18,2025-01-24,1773,2032894592.0,Asset Management
SBSW,10.85,1.71,18.59,2018-08-16,2022-03-07,1299,4047712000.0,Other Precious Metals & Mining
ISRG,10.83,56.36,610.45,2016-02-08,2025-01-22,3271,196079730688.0,Medical Instruments & Supplies
SKT,10.83,3.37,36.45,2020-04-03,2024-11-27,1699,3347686912.0,REIT - Retail
OSCR,10.83,2.15,23.28,2022-12-21,2024-05-21,516,3784499968.0,Healthcare Plans
GFF,10.82,7.85,84.95,2020-03-23,2024-11-25,1708,3205755392.0,Building Products & Equipment
WMS,10.81,16.51,178.42,2016-02-11,2024-05-21,3021,8615050240.0,Building Products & Equipment
PHM,10.81,13.73,148.44,2016-02-11,2024-10-18,3171,19862317056.0,Residential Construction
RNA,10.78,4.87,52.5,2023-10-27,2024-11-13,383,3690322432.0,Biotechnology
RUSHA,10.77,5.94,63.97,2016-02-11,2024-11-06,3191,3945484800.0,Auto & Truck Dealerships
MSFT,10.75,43.16,464.02,2016-06-27,2024-07-05,2930,3363744776192.0,Software - Infrastructure
HLI,10.74,17.62,189.27,2016-07-05,2024-11-25,3065,12063160320.0,Capital Markets
MYRG,10.71,16.64,178.21,2020-03-18,2024-04-05,1479,2496221440.0,Engineering & Construction
GVA,10.71,9.32,99.88,2020-03-17,2024-12-04,1723,3775446784.0,Engineering & Construction
LULU,10.67,47.91,511.29,2017-05-30,2023-12-29,2404,38156738560.0,Apparel Retail
HEI,10.62,26.46,281.13,2016-01-19,2025-05-19,3407,32639864832.0,Aerospace & Defense
TMHC,10.61,7.05,74.8,2020-03-18,2024-11-25,1713,5739042304.0,Residential Construction
AVAV,10.56,22.28,235.17,2016-10-21,2024-11-11,2943,7610340864.0,Aerospace & Defense
COIN,10.56,32.53,343.62,2022-12-28,2024-12-06,709,65966043136.0,Financial Data & Stock Exchanges
IRDM,10.55,6.17,65.08,2016-01-21,2023-04-21,2646,2737529600.0,Telecom Services
HESM,10.55,4.08,43.06,2020-03-18,2025-03-19,1827,8207747584.0,Oil & Gas Midstream
PAM,10.52,9.02,94.88,2020-03-23,2025-01-10,1754,4540535808.0,Utilities - Independent Power Producers
MUSA,10.48,52.9,554.26,2016-01-27,2024-11-26,3226,8753796096.0,Specialty Retail
WFRD,10.48,12.65,132.61,2021-06-02,2024-07-16,1140,3298400000.0,Oil & Gas Equipment & Services
BYD,10.47,7.57,79.31,2020-03-18,2025-02-19,1799,5943240704.0,Resorts & Casinos
GSAT,10.44,3.86,40.35,2020-03-23,2021-09-08,534,2317734656.0,Telecom Services
NSIT,10.42,21.61,225.24,2016-01-19,2024-07-26,3110,4260499200.0,Electronics & Computer Distribution
HWKN,10.41,13.2,137.39,2016-02-25,2024-12-04,3205,2641808128.0,Specialty Chemicals
NGD,10.41,0.41,4.22,2020-03-16,2025-05-21,1892,3363318272.0,Gold
NVO,10.4,13.92,144.81,2016-11-23,2024-06-25,2770,305184079872.0,Drug Manufacturers - General
LOGI,10.37,12.67,131.45,2016-01-15,2021-06-09,1971,12877214720.0,Computer Hardware
X,10.36,4.75,49.23,2020-03-18,2023-12-18,1370,9514126336.0,Steel
LUMN,10.33,0.98,10.12,2023-11-01,2024-11-11,376,3908717056.0,Telecom Services
FINV,10.3,1.0,10.35,2020-03-18,2025-03-18,1826,2176826368.0,Credit Services
MOS,10.28,7.07,72.63,2020-03-18,2022-04-18,761,11274390528.0,Agricultural Inputs
STNG,10.26,7.96,81.64,2020-11-04,2024-06-27,1330,2087586944.0,Oil & Gas Midstream
KBH,10.25,8.64,88.6,2016-02-11,2024-09-19,3142,3685667584.0,Residential Construction
IX,10.24,9.99,102.31,2020-03-20,2025-02-27,1805,23362123776.0,Financial Conglomerates
RMBS,10.21,7.25,73.99,2018-12-24,2024-01-22,1855,5867917824.0,Semiconductors
BMI,10.16,24.36,247.46,2016-01-28,2025-05-13,3392,7177180160.0,Scientific & Technical Instruments
GLNG,10.14,4.29,43.5,2020-04-07,2025-01-02,1731,4016438528.0,Oil & Gas Midstream
VIPS,10.13,4.24,42.95,2018-10-29,2021-03-23,876,7434910208.0,Internet Retail
ETN,10.11,37.1,375.16,2016-01-25,2024-12-04,3236,126127726592.0,Specialty Industrial Machinery
VSEC,10.08,13.26,133.69,2020-03-18,2025-05-19,1888,2671558656.0,Aerospace & Defense
SKYW,10.07,12.01,120.92,2020-03-18,2025-01-31,1780,3979544320.0,Airlines
TFII,10.06,15.91,160.06,2020-03-18,2024-04-09,1483,7349211648.0,Trucking
SAM,10.06,129.9,1306.45,2017-06-27,2021-04-20,1393,2661107456.0,Beverages - Brewers
AMZN,10.04,24.1,242.06,2016-02-09,2025-02-04,3283,2135170351104.0,Internet Retail
TER,10.04,16.56,166.21,2016-02-11,2021-12-27,2146,12669972480.0,Semiconductor Equipment & Materials
SRRK,10.03,4.66,46.73,2022-06-01,2025-01-22,966,2916728832.0,Biotechnology
